# Backoff Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Ch52,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch56,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch60,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch64,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch68,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch72,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch76,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch80,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch84,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch88,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch92,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch96,18.5,15.5,0,0,18.5,15.5,0,0,15.5,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,14.5,0,0,14.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,16.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0,19.5,16.5,0,0,16.5,0,0,0,0,0,18.5,15.5,0,0,15.5,0,0,0,0,0
Ch100,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch104,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch108,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch112,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch116,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch120,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch124,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch128,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch132,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch136,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch140,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch144,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch149,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch153,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch157,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch161,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch165,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch169,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch173,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch177,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
Ch181,26,23,0,0,26,23,0,0,23,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,23.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0,26.5,23.5,0,0,23.5,0,0,0,0,0,25.5,22.5,0,0,22.5,0,0,0,0,0
